doi,experiment_id,is_polymer_blend,polymer(s),polymer_components,is_solvent_blend,solvent(s),solvent_components,solution_concentration,solution_concentration_unit,solution_viscosity,solution_viscosity_unit,solution_surface_tension,solution_surface_tension_unit,solution_conductivity,solution_conductivity_unit,solution_evaporation_rate,solution_evaporation_rate_unit,needle_type,needle_definition,collector_type,collector_definition,voltage,voltage_unit,flow_rate,flow_rate_unit,tip_collector_distance,tip_collector_distance_unit,spinning_duration,spinning_duration_unit,temperature,temperature_unit,humidity,humidity_unit,was_formation_stable,process_instability,fiber_diameter,fiber_diameter_unit,fiber_diameter_variation,fiber_diameter_variation_unit,morphology,publication_title,is_custom_device,device_manufacturer,device_model,tensile_strength,tensile_strength_unit,modulus,modulus_unit,elongation_at_break,elongation_at_break_unit,fracture_behaviour,surface_area,surface_area_unit,porosity,porosity_unit,permeability,permeability_unit
https://doi.org/10.1016/j.jafr.2019.100015,1,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",15.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,12.0,kV,2.0,mL/h,6.0,cm,,,23.0,,45.0,%,True,,1346.0,nm,812.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,2,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,16.0,kV,2.0,mL/h,6.0,cm,,,23.0,,45.0,%,True,,488.0,nm,221.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,3,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",15.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,16.0,kV,2.0,mL/h,10.0,cm,,,23.0,,45.0,%,True,,823.0,nm,519.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,4,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",9.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,12.0,kV,2.0,mL/h,6.0,cm,,,23.0,,45.0,%,True,,452.0,nm,236.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,5,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,12.0,kV,2.0,mL/h,10.0,cm,,,23.0,,45.0,%,True,,801.0,nm,382.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,6,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",15.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,8.0,kV,2.0,mL/h,10.0,cm,,,23.0,,45.0,%,True,,749.0,nm,336.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,7,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,12.0,kV,2.0,mL/h,10.0,cm,,,23.0,,45.0,%,True,,666.0,nm,449.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,8,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,8.0,kV,2.0,mL/h,14.0,cm,,,23.0,,45.0,%,True,,977.0,nm,464.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,9,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",9.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,8.0,kV,2.0,mL/h,10.0,cm,,,23.0,,45.0,%,True,,404.0,nm,171.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,10,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,16.0,kV,2.0,mL/h,14.0,cm,,,23.0,,45.0,%,True,,1104.0,nm,531.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,11,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",9.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,12.0,kV,2.0,mL/h,14.0,cm,,,23.0,,45.0,%,True,,562.0,nm,400.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,12,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",15.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,12.0,kV,2.0,mL/h,14.0,cm,,,23.0,,45.0,%,True,,1149.0,nm,523.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,13,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",9.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,16.0,kV,2.0,mL/h,10.0,cm,,,23.0,,45.0,%,True,,478.0,nm,337.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,14,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,8.0,kV,2.0,mL/h,6.0,cm,,,23.0,,45.0,%,True,,756.0,nm,470.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.jafr.2019.100015,15,False,CA,"[{""name"": ""CA""}]",False,ACETONE,"[{""name"": ""ACETONE""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,12.0,kV,2.0,mL/h,10.0,cm,,,23.0,,45.0,%,True,,653.0,nm,403.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,16,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",5.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,15.0,cm,,,,,45.0,%,True,,120.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,17,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",7.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,15.0,cm,,,,,45.0,%,True,,197.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,18,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",7.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,2.0,cm,,,,,45.0,%,True,,218.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,19,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",7.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,3.0,cm,,,,,45.0,%,True,,221.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,20,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",7.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,4.0,cm,,,,,45.0,%,True,,225.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,21,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",7.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,5.0,cm,,,,,45.0,%,True,,203.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,22,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",7.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,6.0,cm,,,,,45.0,%,True,,190.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,23,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",7.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,7.0,cm,,,,,45.0,%,True,,185.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,24,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",7.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,8.0,cm,,,,,45.0,%,True,,187.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,25,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",7.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,9.0,cm,,,,,45.0,%,True,,190.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,26,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",7.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,10.0,cm,,,,,45.0,%,True,,185.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,27,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",5.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,15.0,cm,,,,,45.0,%,True,,156.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,28,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",5.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,2.0,cm,,,,,45.0,%,True,,163.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,29,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",5.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,3.0,cm,,,,,45.0,%,True,,159.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,30,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",5.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,4.0,cm,,,,,45.0,%,True,,143.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,31,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",5.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,5.0,cm,,,,,45.0,%,True,,150.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,32,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",5.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,6.0,cm,,,,,45.0,%,True,,110.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,33,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",5.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,7.0,cm,,,,,45.0,%,True,,100.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,34,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",5.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,8.0,cm,,,,,45.0,%,True,,113.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1002/app.32569,35,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",5.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Flat With Ethanol Bath,,18.0,kV,1.0,mL/h,9.0,cm,,,,,45.0,%,True,,103.0,nm,21.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,36,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",16.0,kV,0.54,mL/h,14.0,cm,,,,,45.0,%,True,,275.58,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,37,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",16.0,kV,0.54,mL/h,16.0,cm,,,,,45.0,%,True,,270.69,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,38,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",16.0,kV,0.54,mL/h,18.0,cm,,,,,45.0,%,True,,263.68,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,39,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",16.0,kV,0.54,mL/h,20.0,cm,,,,,45.0,%,True,,271.97,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,40,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",16.0,kV,0.54,mL/h,22.0,cm,,,,,45.0,%,True,,276.48,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,41,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",12.0,kV,0.42,mL/h,18.0,cm,,,,,45.0,%,True,,237.88,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,42,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",14.0,kV,0.42,mL/h,18.0,cm,,,,,45.0,%,True,,242.22,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,43,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",16.0,kV,0.42,mL/h,18.0,cm,,,,,45.0,%,True,,255.35,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,44,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",18.0,kV,0.42,mL/h,18.0,cm,,,,,45.0,%,True,,259.69,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,45,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",20.0,kV,0.42,mL/h,18.0,cm,,,,,45.0,%,True,,250.28,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,46,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",16.0,kV,0.36,mL/h,18.0,cm,,,,,45.0,%,True,,237.84,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,47,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",16.0,kV,0.42,mL/h,18.0,cm,,,,,45.0,%,True,,247.6,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,48,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",16.0,kV,0.48,mL/h,18.0,cm,,,,,45.0,%,True,,255.6,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,49,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",16.0,kV,0.54,mL/h,18.0,cm,,,,,45.0,%,True,,260.64,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2022-8106,50,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 300.0, ""rotationSpeedUnit"": ""rpm""}",16.0,kV,0.6,mL/h,18.0,cm,,,,,45.0,%,True,,263.02,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.3390/polym15132813,51,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",10.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,15.0,kV,0.3,mL/h,12.0,cm,,,25.0,,30.0,%,True,,280.0,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.3390/polym15132813,52,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",10.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,15.0,kV,0.4,mL/h,12.0,cm,,,25.0,,30.0,%,True,,295.0,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.3390/polym15132813,53,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",10.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,15.0,kV,0.5,mL/h,14.0,cm,,,25.0,,30.0,%,True,,196.0,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.3390/polym15132813,54,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",10.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,15.0,kV,0.3,mL/h,16.0,cm,,,25.0,,30.0,%,True,,200.0,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.3390/polym15132813,55,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",10.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,15.0,kV,0.4,mL/h,16.0,cm,,,25.0,,30.0,%,True,,212.0,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.3390/polym15132813,56,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",10.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,15.0,kV,0.2,mL/h,18.0,cm,,,25.0,,30.0,%,True,,174.0,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.3390/polym15132813,57,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",10.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,15.0,kV,0.5,mL/h,18.0,cm,,,25.0,,30.0,%,True,,213.0,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.3390/polym15132813,58,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",10.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,15.0,kV,0.2,mL/h,20.0,cm,,,25.0,,30.0,%,True,,235.0,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.3390/polym15132813,59,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",10.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,15.0,kV,0.3,mL/h,20.0,cm,,,25.0,,30.0,%,True,,307.0,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.3390/polym15132813,60,False,PAN,"[{""name"": ""PAN""}]",False,DMF,"[{""name"": ""DMF""}]",10.0,wt%,,,,,,,,,Single Needle,"{""size"": 22.0, ""unit"": ""G""}",Flat,,15.0,kV,0.5,mL/h,20.0,cm,,,25.0,,30.0,%,True,,166.0,nm,,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2014-0110,61,False,PCL,"[{""name"": ""PCL""}]",False,ACETIC_ACID,"[{""name"": ""ACETIC_ACID""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 23.0, ""unit"": ""G""}",Flat,,20.0,kV,0.5,mL/h,15.0,cm,,,25.0,,20.0,%,True,,580.0,nm,160.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2014-0110,62,False,PCL,"[{""name"": ""PCL""}]",False,ACETIC_ACID,"[{""name"": ""ACETIC_ACID""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 23.0, ""unit"": ""G""}",Flat,,20.0,kV,0.5,mL/h,15.0,cm,,,35.0,,20.0,%,True,,200.0,nm,80.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2014-0110,63,False,PCL,"[{""name"": ""PCL""}]",False,ACETIC_ACID,"[{""name"": ""ACETIC_ACID""}]",12.0,wt%,,,,,,,,,Single Needle,"{""size"": 23.0, ""unit"": ""G""}",Flat,,20.0,kV,0.5,mL/h,15.0,cm,,,45.0,,20.0,%,True,,160.0,nm,60.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2014-0110,64,False,PCL,"[{""name"": ""PCL""}]",False,ACETIC_ACID,"[{""name"": ""ACETIC_ACID""}]",16.0,wt%,,,,,,,,,Single Needle,"{""size"": 23.0, ""unit"": ""G""}",Flat,,20.0,kV,0.5,mL/h,15.0,cm,,,25.0,,20.0,%,True,,460.0,nm,200.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2014-0110,65,False,PCL,"[{""name"": ""PCL""}]",False,ACETIC_ACID,"[{""name"": ""ACETIC_ACID""}]",16.0,wt%,,,,,,,,,Single Needle,"{""size"": 23.0, ""unit"": ""G""}",Flat,,20.0,kV,0.5,mL/h,15.0,cm,,,35.0,,20.0,%,True,,185.0,nm,80.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2014-0110,66,False,PCL,"[{""name"": ""PCL""}]",False,ACETIC_ACID,"[{""name"": ""ACETIC_ACID""}]",16.0,wt%,,,,,,,,,Single Needle,"{""size"": 23.0, ""unit"": ""G""}",Flat,,20.0,kV,0.5,mL/h,15.0,cm,,,45.0,,20.0,%,True,,160.0,nm,50.0,nm,,,,,,,,,,,,,,,,,,
https://doi.org/10.1515/epoly-2014-0110,67,False,PCL,"[{""name"": ""PCL""}]",False,ACETIC_ACID,"[{""name"": ""ACETIC_ACID""}]",20.0,wt%,,,,,,,,,Single Needle,"{""size"": 23.0, ""unit"": ""G""}",Flat,,20.0,kV,0.5,mL/h,15.0,cm,,,45.0,,20.0,%,True,,220.0,nm,80.0,nm,,,,,,,,,,,,,,,,,,
DOI10.1007/s00521-017-2996-6,68,False,PCL,"[{""name"": ""PCL""}]",False,DMF,"[{""name"": ""DMF""}]",10.0,wt%,,,,,,,,,Single Needle,"{""size"": 21.0, ""unit"": ""G""}",Rolling Drum,"{""rotationSpeed"": 100.0, ""rotationSpeedUnit"": ""rpm""}",18.0,kV,0.5,mL/h,10.0,cm,,,,,45.0,%,True,,397.0,nm,,nm,,,,,,,,,,,,,,,,,,
